the_geom,COMPLEXID,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.90309184890542 40.67691193433821),0,,120822,2,1014864,1,3042807,3,07/20/2012 12:00:00 AM +0000,07/20/2012 12:00:00 AM +0000,9,OTHER,,3053160,CALVARY CHURCH
POINT (-74.11791448141888 40.563610170195666),0,,160237,2,15962,1,5110108,5,05/14/2009 12:00:00 AM +0000,03/09/2018 12:00:00 AM +0000,9,NYPD,,5075637,ST CHARLES R C CHURCH
POINT (-73.80290876104897 40.65872849431247),413,X,284363,2,1027058,4,4542249,4,11/04/2015 12:00:00 AM +0000,,6,OTHER,40029433,0,JFK BUILDING 311
POINT (-73.9003571301285 40.84393259897648),0,,78368,,10269,10,2009509,2,05/14/2009 12:00:00 AM +0000,05/24/2013 12:00:00 AM +0000,11,NYPD,,2016976,PATROL BORO BRONX
POINT (-73.87550255109376 40.835067615826716),96,X,9004431,1,7988,3,2092911,2,05/14/2009 12:00:00 AM +0000,12/19/2012 12:00:00 AM +0000,1,DCP,21542203,2043630,BRONX RIVER HOUSES BUILDING 2
POINT (-73.89972115237615 40.82670150761997),347,,9002477,1,1018005,3,2091991,2,01/14/2013 12:00:00 AM +0000,01/14/2013 12:00:00 AM +0000,1,OTHER,,2100151,UNION AVE - E 166TH STREET HOUSES BUILDING 2
POINT (-73.96003198870056 40.80996939330425),0,X,166326,2,1027088,7,1088703,1,11/20/2015 12:00:00 AM +0000,03/28/2017 12:00:00 AM +0000,2,DoITT,13222502,5150141,TEACHERS COLLEGE RUSSELL HALL
POINT (-73.96123583830453 40.810462044183424),0,X,166326,2,1027090,7,1083644,1,11/20/2015 12:00:00 AM +0000,04/05/2017 12:00:00 AM +0000,2,OTHER,13222504,1050777,TEACHERS COLLEGE THOMPSON HALL
POINT (-73.96824052316342 40.788814803840275),385,,9002804,1,1019200,3,1081766,1,03/04/2013 12:00:00 AM +0000,03/04/2013 12:00:00 AM +0000,1,OTHER,,1028279,BROWNSTONES HOUSES BUILDING 17
POINT (-73.93013209736438 40.72653763586463),0,,313013,2,1027128,2,0,3,12/14/2015 12:00:00 AM +0000,12/15/2017 12:00:00 AM +0000,7,OTHER,,0,WASTE MANAGEMENT BQE TRANSFER STATION
POINT (-73.93377854401508 40.77333287816417),61,,9000182,1,1018104,3,4430787,4,01/16/2013 12:00:00 AM +0000,01/16/2013 12:00:00 AM +0000,5,OTHER,,7556,ASTORIA SENIOR CENTER
POINT (-74.00824109847768 40.73950925465888),0,,32013,1,1027228,1,0,1,01/21/2016 12:00:00 AM +0000,01/21/2016 12:00:00 AM +0000,4,OTHER,,0,HIGH LINE GANSEVORT ST ENTRANCE
POINT (-74.00781315738801 40.74186833073259),0,,236865,1,1027229,1,0,1,01/21/2016 12:00:00 AM +0000,01/21/2016 12:00:00 AM +0000,4,OTHER,,0,HIGH LINE W 14 ST ENTRANCE
POINT (-73.80922772965475 40.58963006033222),179,X,284530,1,13220,3,4436313,4,05/14/2009 12:00:00 AM +0000,04/21/2015 12:00:00 AM +0000,1,DCP,41013015,338944,HAMMEL HOUSES BUILDING 14
POINT (-73.80872952369933 40.589383379078065),179,X,284529,1,7291,3,4436310,4,05/14/2009 12:00:00 AM +0000,04/21/2015 12:00:00 AM +0000,1,DCP,41013014,338941,HAMMEL HOUSES BUILDING 13
POINT (-74.0070104798126 40.74333925525661),0,,236881,1,1027230,1,0,1,01/21/2016 12:00:00 AM +0000,01/21/2016 12:00:00 AM +0000,4,OTHER,,0,HIGH LINE W 16 ST ENTRANCE
POINT (-73.8372631110911 40.85222897488287),0,,108300,1,1024490,1,2087151,2,03/19/2014 12:00:00 AM +0000,03/19/2014 12:00:00 AM +0000,7,OTHER,,5150556,HUTCHINSON METRO CENTER
POINT (-73.91355652426691 40.65446784477307),0,,150764,1,1024491,1,3103581,3,03/19/2014 12:00:00 AM +0000,03/19/2014 12:00:00 AM +0000,10,OTHER,,3140088,BROOKDALE URGENT CARE CENTER
POINT (-73.91335802651312 40.655549407164514),0,,42645,1,1024493,4,3103616,3,03/19/2014 12:00:00 AM +0000,03/19/2014 12:00:00 AM +0000,5,OTHER,,3140126,SCHULMAN AND SCHACHNE INSTITUTE ROCKAWAY PKWY
POINT (-73.91479903184042 40.65590847249585),0,,42643,2,1024494,3,3103598,3,03/19/2014 12:00:00 AM +0000,03/19/2014 12:00:00 AM +0000,5,OTHER,,3140112,SCHULMAN AND SCHACHNE INSTITUTES ADULT DAY HEALTH CARE PROGRAM
POINT (-74.01119213420907 40.625645898397316),0,,19447,1,1025909,4,3147136,3,03/05/2015 12:00:00 AM +0000,04/29/2015 12:00:00 AM +0000,2,OTHER,,3191093,LEIF ERICSON DAY SCHOOL
POINT (-73.78524759822542 40.75727688127556),0,,97474,1,1025938,16,4124573,4,03/12/2015 12:00:00 AM +0000,04/16/2015 12:00:00 AM +0000,2,OTHER,,5165232,WILLIAM SPYROPOULOS GREEK AMERICAN SCHOOL OF ST NICHOLAS
POINT (-73.80403891124006 40.71655175262218),415,,149924,2,1029788,12,4442431,4,05/22/2017 12:00:00 AM +0000,05/30/2019 12:00:00 AM +0000,11,OTHER,,5128120,EMS QUEENS TACTICAL RESOURCE GROUP
POINT (-73.77214062361963 40.596265309164565),70,X,57944,2,18573,1,4302129,4,05/14/2009 12:00:00 AM +0000,01/09/2017 12:00:00 AM +0000,5,DCP,41011007,337081,BEACH 41 ST CORNERSTONE COMMUNITY CENTER
POINT (-73.77295665744221 40.59706903566646),70,X,57944,1,18570,3,4529514,4,05/14/2009 12:00:00 AM +0000,01/09/2017 12:00:00 AM +0000,1,DCP,41011003,337114,BEACH 41 ST HOUSES BLDG 2
POINT (-73.90172829543319 40.84101295818882),0,,78336,1,1033708,12,2117924,2,05/30/2019 12:00:00 AM +0000,,11,OTHER,,5155550,EMS BRONX TACTICAL RESOURCE GROUP
POINT (-73.96904596560137 40.80287691415782),0,,310585,2,5837,4,1057276,1,05/14/2009 12:00:00 AM +0000,06/06/2019 12:00:00 AM +0000,3,NYPD,,1047552,NICHOLAS ROERICH MUSEUM
POINT (-73.96034602044867 40.817620147890906),0,,38387,1,19172,5,1059893,1,05/14/2009 12:00:00 AM +0000,05/31/2018 12:00:00 AM +0000,7,EMS,,1051213,COTTON CLUB
POINT (-73.7877184621757 40.7971750586719),0,,306328,,14420,11,0,4,05/14/2009 12:00:00 AM +0000,01/09/2017 12:00:00 AM +0000,6,NOAA,,0,LITTLE BAY ENTRANCE BUOY 2
POINT (-73.94709853807794 40.61891093673458),0,,27500,1,3839,1,3210288,3,05/14/2009 12:00:00 AM +0000,03/09/2016 12:00:00 AM +0000,9,EMS,,3264966,OUR LADY HELP OF CHRISTIANS RC CHURCH
POINT (-73.91850547848657 40.63761765652293),0,,42398,2,4219,3,3223428,3,05/14/2009 12:00:00 AM +0000,03/09/2016 12:00:00 AM +0000,9,NYPD,,3280028,TEMPLE SHEREE EMETH
POINT (-73.97596276500998 40.76531981734883),0,,257463,1,2722,4,1035256,1,05/14/2009 12:00:00 AM +0000,06/06/2019 12:00:00 AM +0000,7,EMS,,1030631,RITZ CARLTON CENTRAL PARK
POINT (-73.77648224200091 40.88193267733764),0,,99883,,12403,11,0,,05/14/2009 12:00:00 AM +0000,,6,NOAA,,0,DAVIDS ISLAND CHANNEL BUOY 7B
POINT (-73.77802935499498 40.88145528131911),0,,99883,,12405,11,0,,05/14/2009 12:00:00 AM +0000,,6,NOAA,,0,R.R. STEVENS ROCK BUOY
POINT (-73.74255267027395 40.8746208634918),0,,122349,,12406,11,0,,05/14/2009 12:00:00 AM +0000,,6,NOAA,,0,EXECUTION ROCKS SHOAL SOUTHWEST END BUOY
POINT (-73.96927636628465 40.71071650589491),0,,30273,2,18976,5,3059493,3,05/14/2009 12:00:00 AM +0000,06/06/2019 12:00:00 AM +0000,7,NYPD,,0,GIANDO ON THE WATER
POINT (-73.97067280925572 40.797390207501444),0,,294475,1,2335,2,1056466,1,05/14/2009 12:00:00 AM +0000,06/06/2019 12:00:00 AM +0000,1,DoITT,,1046816,WHITEHALL BUILDING
POINT (-73.9726493759706 40.754806229348866),0,,35974,2,1028297,4,1036218,1,08/10/2016 12:00:00 AM +0000,06/06/2019 12:00:00 AM +0000,7,OTHER,,1063051,MARRIOTT RESIDENCE INN MIDTOWN EAST
POINT (-73.82636689658831 40.82332161347273),339,,9007352,2,1018084,3,2112983,2,01/16/2013 12:00:00 AM +0000,02/15/2013 12:00:00 AM +0000,1,OTHER,,5143422,THROGGS NECK HOUSES STORAGE SHED A
POINT (-73.93836920451014 40.80452711840519),0,,173079,2,14805,4,1087050,1,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,5,EMS,,1044673,NORTHERN MANHATTAN NURSING HOME
POINT (-74.00926396156808 40.73832201069936),0,,164185,2,16415,4,1012125,1,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,7,NYPD,,1015030,JANE HOTEL
POINT (-73.82812614430391 40.822077501249716),282,G,9007390,2,17326,3,0,2,05/14/2009 12:00:00 AM +0000,05/13/2013 12:00:00 AM +0000,1,NYCHA,26052501,0,RANDALL AVE-BALCOM AVENUE HOUSES
POINT (-73.83889932626157 40.83590497545719),0,,142763,1,1020125,6,0,2,05/06/2013 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,7,OTHER,,5151873,GAS STATION HUTCHINSON RIVER PKWY SB
POINT (-73.9692318496866 40.78925227331985),385,,9002807,1,1019207,3,1085074,1,03/04/2013 12:00:00 AM +0000,03/04/2013 12:00:00 AM +0000,1,OTHER,,1028297,BROWNSTONES HOUSES BUILDING 24
POINT (-73.91993009859821 40.83103866384841),0,N,150165,2,13954,4,2002826,2,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,3,DoITT,21372501,2102114,BRONX MUSEUM OF THE ARTS
POINT (-73.9692163610304 40.78842389220302),385,,9002838,1,1019214,3,1085070,1,03/04/2013 12:00:00 AM +0000,03/04/2013 12:00:00 AM +0000,1,OTHER,,1028207,BROWNSTONES HOUSES BUILDING 31
POINT (-73.98868278312781 40.716865020359684),312,X,9000401,2,1019066,3,1083429,1,02/25/2013 12:00:00 AM +0000,04/26/2013 12:00:00 AM +0000,1,OTHER,13026006,1005143,SEWARD PARK EXTENSION HOUSES BUILDING 3
POINT (-73.8384772955692 40.88159760181422),0,,89646,1,2792,4,2066031,2,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,7,EMS,,2105034,OASIS MOTEL
POINT (-73.78366309259111 40.68465769135171),65,X,9000225,2,9714,3,4435282,4,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,1,DCP,41012504,294225,BAISLEY PARK HOUSES BLDG 3
POINT (-74.07664872611959 40.60820869442154),0,,302871,2,16230,4,5093255,5,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,7,NYPD,,5056398,STATEN ISLAND MOTOR LODGE
POINT (-73.9520093165079 40.792401952614284),0,N,37823,2,5420,4,1074157,1,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,3,DoITT,11396001,1040268,MUSEUM OF THE CITY OF NEW YORK
POINT (-73.91814698027653 40.852596654737006),373,G,119264,1,8292,3,2008963,2,05/14/2009 12:00:00 AM +0000,01/06/2017 12:00:00 AM +0000,1,NYCHA,20023201,2016158,WEST TREMONT AVE SEDGWICK AVENUE AREA HOUSES
POINT (-73.94209349071541 40.83332311429052),237,,9000035,1,9273,3,1076742,1,05/14/2009 12:00:00 AM +0000,01/06/2017 12:00:00 AM +0000,5,DoITT,,1055046,MARY MCLEOD BETHUNE SENIOR CENTER
POINT (-73.84665627011901 40.83617920203926),0,,86771,2,16429,1,2092888,2,05/14/2009 12:00:00 AM +0000,06/03/2011 12:00:00 AM +0000,8,FDNY,,0,SOCIAL SECURITY PARKER ST
POINT (-73.88777530436384 40.81865292966656),0,,77720,2,10230,4,2006440,2,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,11,EMS,,2012418,BATTALION 3 ENGINE 94 LADDER 48
POINT (-73.97643724866491 40.78787527254624),0,,302104,2,2890,2,1033133,1,05/14/2009 12:00:00 AM +0000,06/05/2019 12:00:00 AM +0000,1,DoITT,,1059379,BRETTON HALL BUILDING
POINT (-73.96925847580066 40.66107613103707),450,,28043,2,895,1,0,3,05/14/2009 12:00:00 AM +0000,06/19/2018 12:00:00 AM +0000,4,DPR,,0,PROSPECT PARK NETHERMEAD
POINT (-73.9670512143697 40.659180256488106),450,,300984,2,1143,1,0,3,05/14/2009 12:00:00 AM +0000,06/19/2018 12:00:00 AM +0000,4,DPR,,0,PROSPECT PARK BREEZE HILL
POINT (-73.9701033967759 40.78583620502619),0,,294260,2,1025727,16,1031406,1,01/14/2015 12:00:00 AM +0000,01/11/2016 12:00:00 AM +0000,2,OTHER,,1028040,BEIT RABBAN DAY SCHOOL
POINT (-73.74095013982557 40.7422485362126),532,,100692,1,15033,9,0,4,05/14/2009 12:00:00 AM +0000,06/19/2018 12:00:00 AM +0000,4,DPR,,0,ALLEY POND PARK WILD FLOWER MEADOW PLAYGROUND
POINT (-74.04952597864504 40.67733150207602),0,,284139,2,6895,11,0,3,05/14/2009 12:00:00 AM +0000,01/15/2019 12:00:00 AM +0000,6,NOAA,,0,NEW JERSEY PIERHEAD NORTH ENTRANCE BUOY 3
POINT (-74.00200371288045 40.72922705656111),0,,257911,2,17267,5,1008298,1,05/14/2009 12:00:00 AM +0000,06/14/2019 12:00:00 AM +0000,2,DoITT,,1010484,LITTLE RED SCHOOL HOUSE
POINT (-74.24733341789562 40.48910975529295),0,,298724,,8854,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,RARITAN BAY CHANNEL WEST JUNCTION BUOY W
POINT (-74.06728192908015 40.61893904156218),0,N,15999,1,19560,7,5042096,5,05/14/2009 12:00:00 AM +0000,06/14/2019 12:00:00 AM +0000,6,EMS,50007301,5052036,PIER 21
POINT (-73.91220475960176 40.70166247809326),0,,45260,2,10803,16,3251919,3,05/14/2009 12:00:00 AM +0000,12/17/2014 12:00:00 AM +0000,2,NYPD,,3101199,ST BRIGID SCHOOL
POINT (-74.24336207178686 40.48786178301311),0,,298724,,6189,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,RARITAN BAY CHANNEL LIGHTED BUOY 53
POINT (-74.24947136170366 40.48977695506189),0,,298724,,14245,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,RARITAN BAY CHANNEL LIGHTED BUOY 55
POINT (-74.24521521804112 40.48585087106106),0,,298724,,17562,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,WARD POINT SECONDARY CHANNEL LIGHTED BUOY 6
POINT (-74.0985694830778 40.63921631190258),0,,13854,2,13756,6,5106506,5,05/14/2009 12:00:00 AM +0000,12/17/2014 12:00:00 AM +0000,2,NYPD,,5002890,ST PETERS BOYS HS
POINT (-73.9157824177041 40.620024163307015),0,,41457,1,10319,6,3235919,3,05/14/2009 12:00:00 AM +0000,06/14/2019 12:00:00 AM +0000,11,FDNY,,5161739,ENGINE 323
POINT (-74.24543687258102 40.48449952233446),0,,298724,,14831,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,WARD POINT SECONDARY CHANNEL BUOY 5
POINT (-74.25725572864744 40.4656806596266),0,,298724,,8644,11,0,,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,CHEESEQUAKE CREEK LIGHT 2
POINT (-74.22430032031502 40.496465900143406),0,,840,,8648,11,0,5,05/14/2009 12:00:00 AM +0000,07/25/2018 12:00:00 AM +0000,6,NOAA,,0,RARITAN BAY LIGHT 42
POINT (-74.03287399926312 40.62250333500464),0,,126765,1,4420,2,3153687,3,05/14/2009 12:00:00 AM +0000,07/26/2018 12:00:00 AM +0000,5,DoITT,,3198404,TINY TOT PLAYHOUSE
POINT (-74.07246546496299 40.64387750266306),543,,315331,2,1027595,3,5141706,5,04/01/2016 12:00:00 AM +0000,04/03/2018 12:00:00 AM +0000,8,OTHER,,5170295,FERRY TERMINAL POST OFFICE
POINT (-73.95684897409795 40.66737227802507),0,,29409,2,1027458,1,3033789,3,03/04/2016 12:00:00 AM +0000,06/16/2017 12:00:00 AM +0000,9,OTHER,,3041364,JEHOVAHS WITNESSES EBBETS FIELD
POINT (-74.1580980112879 40.61422398339927),0,,160046,2,9256,7,5031692,5,05/14/2009 12:00:00 AM +0000,06/14/2019 12:00:00 AM +0000,11,EMS,,5039858,FDNY BRUSH FIRE UNIT 2
POINT (-73.89961815442037 40.905458879773924),0,,81032,2,9102,2,2096965,2,05/14/2009 12:00:00 AM +0000,07/26/2018 12:00:00 AM +0000,5,DoITT,,2097826,LA ESCUELITA DE SOFIA BILINGUAL DAY CARE
POINT (-73.86448755357499 40.72811821316537),0,,81690,2,15466,2,4072454,4,05/14/2009 12:00:00 AM +0000,07/26/2018 12:00:00 AM +0000,5,DoITT,,80748,REGO PARK NURSERY & KINDERGARTEN
POINT (-74.13919238110051 40.57242393021268),0,,6980,1,10561,4,5060448,5,05/14/2009 12:00:00 AM +0000,12/17/2014 12:00:00 AM +0000,2,EMS,,5077764,ST PATRICK SCHOOL RICHMOND RD
POINT (-73.94962035500778 40.724317755046144),0,,35487,1,4273,2,3066150,3,05/14/2009 12:00:00 AM +0000,07/26/2018 12:00:00 AM +0000,5,DoITT,,3085645,ABC CHILD CENTER
POINT (-73.98901336343168 40.638904733931355),0,,21263,,5815,2,3135907,3,05/14/2009 12:00:00 AM +0000,04/09/2013 12:00:00 AM +0000,3,DoITT,,3177780,BOROUGH PARK LIBRARY
POINT (-73.86101673021763 40.88576586850577),0,,131397,1,1027459,1,2063318,2,03/07/2016 12:00:00 AM +0000,03/07/2016 12:00:00 AM +0000,9,OTHER,,2070476,UNITED CHRISTIAN BAPTIST CHURCH
POINT (-73.95264859549495 40.678258566976794),0,,163767,1,1027468,1,3255815,3,03/09/2016 12:00:00 AM +0000,03/09/2016 12:00:00 AM +0000,9,OTHER,,3036711,SOUTH BROOKLYN SEVENTH DAY ADVENTIST CHURCH
POINT (-73.98435508886925 40.7234961145829),0,,33083,1,3166,1,1004990,1,05/14/2009 12:00:00 AM +0000,12/17/2014 12:00:00 AM +0000,9,NYPD,,1006164,MOST HOLY REDEEMER CHURCH
POINT (-73.89012057482813 40.846320400908496),0,,78820,2,1027530,6,2012619,2,03/18/2016 12:00:00 AM +0000,03/18/2016 12:00:00 AM +0000,9,OTHER,,2022655,GEORGE C KOENIG MEMORIAL BUILDING
POINT (-73.9690728750384 40.755787538548056),0,,36125,2,1027548,4,1038449,1,03/21/2016 12:00:00 AM +0000,05/26/2016 12:00:00 AM +0000,7,OTHER,,1031754,POD 51 HOTEL
POINT (-73.86213764589446 40.84581331783203),0,,86205,2,1027549,1,2096951,2,03/22/2016 12:00:00 AM +0000,06/20/2017 12:00:00 AM +0000,9,OTHER,,2047457,MORRIS PARK 7 DAY ADVENTIST CHURCH
POINT (-73.97406755721879 40.599504102333725),0,,25193,1,3590,1,3190418,3,05/14/2009 12:00:00 AM +0000,06/29/2015 12:00:00 AM +0000,9,NYPD,,0,ST SIMON ST JUDE CHURCH
POINT (-73.86410391968037 40.81884644795938),0,,85142,2,1027550,1,2021803,2,03/22/2016 12:00:00 AM +0000,03/22/2016 12:00:00 AM +0000,9,OTHER,,2035701,CHURCH OF GOD OF SOUNDVIE
POINT (-73.95859918005142 40.63922803502375),0,,28309,2,1027551,1,3120252,3,03/22/2016 12:00:00 AM +0000,03/24/2016 12:00:00 AM +0000,9,OTHER,,3159706,PILGRIM WESLEYAN CHURCH
POINT (-74.01537332343909 40.64416672765714),0,,157907,2,1027552,1,3014543,3,03/22/2016 12:00:00 AM +0000,03/22/2016 12:00:00 AM +0000,9,OTHER,,3019052,ST JACOBI LUTHERAN CHURCH
POINT (-73.97448660779807 40.751259949810276),0,,35940,1,1027568,4,1036161,1,03/23/2016 12:00:00 AM +0000,02/07/2017 12:00:00 AM +0000,8,OTHER,,1063150,NETHERLAND CONSULATE & MISSION TO UN
POINT (-73.9870953571356 40.75260510656547),0,,33935,2,1027588,2,1015261,1,03/25/2016 12:00:00 AM +0000,03/25/2016 12:00:00 AM +0000,9,OTHER,,1018630,GARMENT CENTER CONGREGATION
POINT (-73.95815665538476 40.70012966544198),0,,30691,2,1027589,4,3061080,3,03/25/2016 12:00:00 AM +0000,03/25/2016 12:00:00 AM +0000,5,OTHER,,3077763,BEDFORD CENTER FOR NURSING & REHABILITATION
POINT (-73.98621025837127 40.75356867840276),0,,34051,1,1027590,4,1087857,1,03/28/2016 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,7,OTHER,,9105206,MARRIOTT COURTYARD TIMES SQUARE HOTEL
POINT (-73.94288624913104 40.81470932883605),0,,224755,1,5792,5,1058250,1,05/14/2009 12:00:00 AM +0000,06/29/2015 12:00:00 AM +0000,3,NYPD,,1048740,HARLEM YMCA
POINT (-73.95305701435699 40.801905753131955),0,,158700,2,1027591,1,1055035,1,03/30/2016 12:00:00 AM +0000,12/12/2017 12:00:00 AM +0000,9,OTHER,,1045539,MT NEBOH BAPTIST CHURCH
POINT (-74.12591434740831 40.62796105384895),0,,9797,1,11680,16,5106712,5,05/14/2009 12:00:00 AM +0000,12/17/2014 12:00:00 AM +0000,2,NYPD,,5008246,BLESSED SACRAMENT SCHOOL
POINT (-73.73351535312968 40.69326811574731),0,,65428,1,1027592,1,4244579,4,03/30/2016 12:00:00 AM +0000,03/30/2016 12:00:00 AM +0000,9,OTHER,,350848,DELIVERANCE BAPTIST CHURCH
POINT (-73.73435398215626 40.671949340390896),0,,63830,2,1027593,6,4284228,4,03/30/2016 12:00:00 AM +0000,03/30/2016 12:00:00 AM +0000,8,OTHER,,315503,AMERICAN LEGION POST 483
POINT (-73.9361974612175 40.82170869794978),0,N,69407,1,1027594,1,1060196,1,03/30/2016 12:00:00 AM +0000,09/07/2016 12:00:00 AM +0000,6,OTHER,10075501,5170363,MTA MOTHER CLARA HALE BUS DEPOT
POINT (-73.95283485281736 40.69146548983205),0,,31005,1,1025524,12,3049016,3,11/24/2014 12:00:00 AM +0000,10/15/2018 12:00:00 AM +0000,2,DOE,,3061404,BROOKLYN JOB CORP ACADEMY
POINT (-73.9701324389286 40.76862807651901),2123,X,36196,1,1005951,6,0,1,07/06/2011 12:00:00 AM +0000,01/23/2019 12:00:00 AM +0000,4,OTHER,10097623,0,TISCH CHILDRENS ZOO SHEEP EXHIBIT
POINT (-73.84832327786754 40.81653452402455),0,,85592,2,1026337,1,2021170,2,06/04/2015 12:00:00 AM +0000,06/04/2015 12:00:00 AM +0000,9,OTHER,,2034777,RHEMA SANCTUARY OF PRAISE
POINT (-73.9194795637525 40.76150851854545),0,,67891,2,1026339,5,4436901,4,06/05/2015 12:00:00 AM +0000,06/05/2015 12:00:00 AM +0000,2,OTHER,,12675,OUR WORLD NEIGHBORHOOD CHARTER MIDDLE SCHOOL
POINT (-73.99085189781132 40.763726714977516),0,,33973,2,1010264,3,1026646,1,01/25/2012 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5129220,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY
POINT (-73.92158311172767 40.67079892388237),194,,9007288,2,1016798,3,3393510,3,11/05/2012 12:00:00 AM +0000,02/26/2020 12:00:00 AM +0000,1,OTHER,,9104513,HOWARD AVENUE PARK PLACE BUILDING 6E
POINT (-73.94673695736607 40.71025066147097),380,X,9005134,2,1017377,3,3327883,3,12/11/2012 12:00:00 AM +0000,02/26/2020 12:00:00 AM +0000,1,OTHER,31182502,3092515,WILLIAMSBURG HOUSES BUILDING 1
POINT (-73.9213036379659 40.67076354230424),194,,9007288,2,1016800,3,3392455,3,11/05/2012 12:00:00 AM +0000,02/26/2020 12:00:00 AM +0000,1,OTHER,,9104527,HOWARD AVENUE PARK PLACE BUILDING 6G
POINT (-73.93647600293578 40.66396024390606),0,N,128491,1,10145,1,3038372,3,05/14/2009 12:00:00 AM +0000,03/30/2020 12:00:00 AM +0000,2,DOE,30009001,3046980,PS 221 TOSSAINT LOUVERTURE
POINT (-73.79545942890704 40.84402151547427),0,,99515,,12399,11,0,2,05/14/2009 12:00:00 AM +0000,,6,NOAA,,0,CITY ISLAND WRECK BUOY WR6
POINT (-73.99072187559801 40.76368125885896),0,,33973,2,1022724,1,1026646,1,10/11/2013 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5129220,SUCCESS ACADEMY HELLS KITCHEN MANHATTAN 2
POINT (-73.7745689326373 40.887996518229585),0,,99883,,12404,11,0,,05/14/2009 12:00:00 AM +0000,,6,NOAA,,0,SPINDLE ROCK SOUTH BUOY 10A
POINT (-73.74602816039929 40.69820778313918),0,,64887,1,10533,3,4238003,4,05/14/2009 12:00:00 AM +0000,06/09/2020 12:00:00 AM +0000,2,DOE,,265035,HUMANITIES & ARTS MAGNET HIGH SCHOOL
POINT (-73.82297240997313 40.74987099832053),0,,91374,2,1035,9,0,4,05/14/2009 12:00:00 AM +0000,06/09/2020 12:00:00 AM +0000,4,DoITT,,0,SILENT SPRINGS PLAYGROUND
POINT (-74.00396918188049 40.627832119500795),0,,19666,1,9391,2,3142008,3,05/14/2009 12:00:00 AM +0000,03/30/2020 12:00:00 AM +0000,2,DOE,,5131610,IS 187 THE CHRISTA MCAULIFFE SCHOOL
POINT (-73.99065053330352 40.763659673929325),0,,33973,2,1022725,3,1026646,1,10/11/2013 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5129220,STEPHEN T MATHER BUILDING ARTS & CRAFTSMANSHIP HIGH SCHOOL
POINT (-73.94730811939752 40.81743185788418),0,,38759,2,1023225,12,1059460,1,11/14/2013 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5128869,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM
POINT (-73.93611964279975 40.79740075758381),0,,9000198,1,1023265,2,1052986,1,11/15/2013 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5129055,RENAISSANCE SCHOOL OF THE ARTS
POINT (-73.93885643742472 40.807252599496806),0,,69097,2,1023284,3,1054156,1,11/18/2013 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,,5128909,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE
POINT (-73.95209277134926 40.74784415160768),0,,36713,1,6803,4,4441057,4,05/14/2009 12:00:00 AM +0000,10/07/2013 12:00:00 AM +0000,10,NYPD,,616,NY BLOOD CENTER VERNON BLVD
POINT (-73.87711849115482 40.683423246773486),0,,48327,2,1026372,5,3092063,3,06/10/2015 12:00:00 AM +0000,06/10/2015 12:00:00 AM +0000,2,OTHER,,3125153,ACHIEVEMENT FIRST EAST NEW YORK MIDDLE SCHOOL
POINT (-73.95096783384211 40.77022648225607),0,N,36810,2,1025300,2,1046411,1,10/01/2014 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,2,DOE,10075601,1036556,YORKVILLE EAST MIDDLE SCHOOL
POINT (-73.9863338805361 40.7113459167841),0,N,9003304,2,17014,9,0,1,05/14/2009 12:00:00 AM +0000,05/11/2020 12:00:00 AM +0000,4,DoITT,11209501,0,CHERRY CLINTON PLAYGROUND
